name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7065716382,10.4753278614,tube,0.500,482,682.74,67.63,677,24,14,88
