name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7064457155,10.4753836651,tube,0.875,1009,1441.59,141.02,1419,127,43,23
object_002,43.7066539661,10.4752420640,tube,0.625,1062,391.50,88.00,389,84,6,9
