name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7063558789,10.4755850387,tube,0.625,2407,1486.65,143.05,1482,137,11,13
