name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7066946139,10.4753429915,tube,0.625,153,1390.56,97.26,1386,90,9,15
