name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7065771578,10.4754850693,buoy,0.875,1305,1260.50,144.50,1253,140,16,10
object_002,43.7065668196,10.4755114855,buoy,0.750,1302,1342.00,147.50,1331,146,23,4
