name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7066539971,10.4752416079,buoy,0.750,1164,386.00,85.50,383,80,7,12
object_002,43.7065802520,10.4753304847,tube,0.750,1112,787.55,137.50,771,117,42,33
