name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7064542279,10.4753630751,buoy,1.000,781,1432.26,69.11,1410,62,46,15
object_002,43.7065822902,10.4753257445,tube,0.750,711,605.24,138.68,593,126,25,24
