Nord_x,Est_y
37.12251878300808,13.000460052327847
37.12251923321462,13.000460052071492
37.122519722292985,13.000460052327847
37.12252020925108,13.000460052327847
37.12252059938296,13.000460052327847
37.12252098951484,13.000460052327847
37.12252118670106,13.000460052327847
37.12252138530081,13.000460052071492
37.12252149202166,13.000460051943314
37.122521597329,13.000460052071492
37.12252175847043,13.000460052327847
37.12252191819834,13.000460052071492
37.12252245745671,13.000460051943314
37.12252299671509,13.000460051943314
37.12252384200083,13.000460051943314
37.122524686579816,13.000460052071492
37.122526187032676,13.000460051943314
37.122527686072026,13.000460052327847
37.12276045133222,13.000510082238625
37.122992535275145,13.00055969198311
37.12418392241453,13.00103556017691
37.12537437380281,13.001507600986464
37.12739778997353,13.002122007415768
37.12941907526087,13.002728427609213
37.13214025219435,13.003170515099466
37.13485855331873,13.003599056136142
37.13832227914431,13.004166685803096
37.14178407904711,13.004715568337025
37.14582381480482,13.004968952581766
37.14985694164367,13.005198444514955
37.15453332951781,13.005434945585872
37.15920140023259,13.005641220575473
37.1644664822723,13.005784705698703
37.16972562822929,13.00589512919493
37.17550334921395,13.005890188203376
37.181269867335494,13.00585050761137
37.18759506561796,13.005637396780203
37.19390488196158,13.005391942629513
37.20070940461209,13.004810127415286
37.2075008995435,13.00420111752086
37.21482829644673,13.003445261044673
37.22214015097646,13.002668365362956
37.23002897380575,13.00185721613039
37.2379020464739,13.001030643667283
37.24638525925286,13.000219583774529
37.25484147236136,12.999399045530046
37.26391440622913,12.99860730918515
37.272979463956176,12.997808264792274
37.28263428517766,12.997035240587907
37.29227074758442,12.99625876430342
37.30248960621257,12.995494271730754
37.31269269771731,12.994728107593525
37.32345082744533,12.99395901023925
37.33418337314448,12.99319009579446
37.34546599207331,12.992402138382662
37.35671508439705,12.991615378021816
37.368464633939126,12.990796033752021
37.38019224138997,12.9899770685035
37.392382692963956,12.98911320596132
37.404558117392945,12.988248928251776
37.41715625395492,12.987349449374111
37.4297223961689,12.986450302476527
37.44274099029738,12.985498792963346
37.45570903973101,12.98454852382516
37.4690502729246,12.983547920610661
37.48237439968334,12.982545046985676
37.49591932059033,12.981544846120782
37.50941836919715,12.980529671416143
37.52308896840373,12.979864958212366
37.53674048365916,12.979163948049848
37.55054690600773,12.978532880065856
37.56430805044184,12.97785492700941
37.578012960051076,12.976979750483562
37.59168815814922,12.976038826776895
37.60542553422257,12.975207653505683
37.61913079579861,12.974304183048222
37.63275184048201,12.97310945646865
37.64628665541843,12.971840279703057
37.65988771785789,12.970580012308666
37.67344587709867,12.969233748358526
37.687013168393854,12.967848855001183
37.700545843259015,12.966379513217595
37.71410191048827,12.964816218379612
37.72761434867566,12.963162641366585
37.74122868054637,12.961535647754605
37.75476282123313,12.95982620836378
