Time_sec , Lat , Lon , Yaw_deg , North_m , East_m , Target_WP_idx , Dist_to_WP_m , CrossTrackErr_m , Surge_Cmd , Yaw_Cmd_deg , Event
1.70  ,43.706893  ,10.475651  ,-2.71  ,67.82  ,45.00  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
1.80  ,43.706893  ,10.475651  ,-3.37  ,67.82  ,45.00  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
1.90  ,43.706893  ,10.475651  ,-4.09  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.00  ,43.706893  ,10.475651  ,-4.86  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.10  ,43.706893  ,10.475651  ,-5.67  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.20  ,43.706893  ,10.475651  ,-6.51  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.30  ,43.706893  ,10.475651  ,-7.37  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.40  ,43.706893  ,10.475651  ,-8.27  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.50  ,43.706893  ,10.475651  ,-9.17  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.60  ,43.706893  ,10.475651  ,-10.09  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.70  ,43.706893  ,10.475651  ,-11.03  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.80  ,43.706893  ,10.475651  ,-11.97  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
2.90  ,43.706893  ,10.475651  ,-12.92  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.00  ,43.706893  ,10.475651  ,-13.87  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.10  ,43.706893  ,10.475651  ,-14.83  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.20  ,43.706893  ,10.475651  ,-15.79  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.30  ,43.706893  ,10.475651  ,-16.74  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.40  ,43.706893  ,10.475651  ,-17.70  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.50  ,43.706893  ,10.475651  ,-18.66  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.60  ,43.706893  ,10.475651  ,-19.62  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.70  ,43.706893  ,10.475651  ,-20.58  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.80  ,43.706893  ,10.475651  ,-21.54  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
3.90  ,43.706893  ,10.475651  ,-22.49  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.00  ,43.706893  ,10.475651  ,-23.45  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.10  ,43.706893  ,10.475651  ,-24.41  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.20  ,43.706893  ,10.475651  ,-25.38  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.30  ,43.706893  ,10.475651  ,-26.34  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.40  ,43.706893  ,10.475651  ,-27.30  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.50  ,43.706893  ,10.475651  ,-28.26  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.60  ,43.706893  ,10.475651  ,-29.23  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.70  ,43.706893  ,10.475651  ,-30.20  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.80  ,43.706893  ,10.475651  ,-31.17  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
4.90  ,43.706893  ,10.475651  ,-32.14  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.00  ,43.706893  ,10.475651  ,-33.12  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.10  ,43.706893  ,10.475651  ,-34.09  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.20  ,43.706893  ,10.475651  ,-35.07  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.30  ,43.706893  ,10.475651  ,-36.05  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.40  ,43.706893  ,10.475651  ,-37.03  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.50  ,43.706893  ,10.475651  ,-38.01  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.60  ,43.706893  ,10.475651  ,-38.99  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.70  ,43.706893  ,10.475651  ,-39.98  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.80  ,43.706893  ,10.475651  ,-40.96  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.00  ,-45.00  ,
5.90  ,43.706893  ,10.475651  ,-41.95  ,67.82  ,45.01  ,1,33.06  ,-0.02  ,0.00  ,-45.00  ,
6.00  ,43.706893  ,10.475651  ,-42.94  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.10  ,43.706893  ,10.475651  ,-43.93  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.20  ,43.706893  ,10.475651  ,-44.92  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.30  ,43.706893  ,10.475651  ,-45.92  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.40  ,43.706893  ,10.475651  ,-46.91  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.50  ,43.706893  ,10.475651  ,-47.90  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.60  ,43.706893  ,10.475651  ,-48.89  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.70  ,43.706893  ,10.475651  ,-49.88  ,67.82  ,45.01  ,1,33.07  ,-0.02  ,0.00  ,-45.00  ,
6.80  ,43.706893  ,10.475651  ,-50.88  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
6.90  ,43.706893  ,10.475651  ,-51.87  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.00  ,43.706893  ,10.475651  ,-52.87  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.10  ,43.706893  ,10.475651  ,-53.86  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.20  ,43.706893  ,10.475651  ,-54.86  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.30  ,43.706893  ,10.475651  ,-55.85  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.40  ,43.706893  ,10.475651  ,-56.85  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.50  ,43.706893  ,10.475651  ,-57.84  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.60  ,43.706893  ,10.475651  ,-58.83  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.70  ,43.706893  ,10.475651  ,-59.83  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.80  ,43.706893  ,10.475651  ,-60.82  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
7.90  ,43.706893  ,10.475651  ,-61.81  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.00  ,43.706893  ,10.475651  ,-62.81  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.10  ,43.706893  ,10.475651  ,-63.80  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.20  ,43.706893  ,10.475651  ,-64.80  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.30  ,43.706893  ,10.475651  ,-65.79  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.40  ,43.706893  ,10.475651  ,-66.78  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.50  ,43.706893  ,10.475651  ,-67.78  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.60  ,43.706893  ,10.475651  ,-68.77  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.70  ,43.706893  ,10.475651  ,-69.77  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.80  ,43.706893  ,10.475651  ,-70.76  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
8.90  ,43.706893  ,10.475651  ,-71.75  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.00  ,43.706893  ,10.475651  ,-72.75  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.10  ,43.706893  ,10.475651  ,-73.74  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.20  ,43.706893  ,10.475651  ,-74.73  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.30  ,43.706893  ,10.475651  ,-75.72  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.40  ,43.706893  ,10.475651  ,-76.71  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.50  ,43.706893  ,10.475651  ,-77.71  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.60  ,43.706893  ,10.475651  ,-78.70  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.70  ,43.706893  ,10.475651  ,-79.69  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.80  ,43.706893  ,10.475651  ,-80.68  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
9.90  ,43.706893  ,10.475651  ,-81.68  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.00  ,43.706893  ,10.475651  ,-82.67  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.10  ,43.706893  ,10.475651  ,-83.66  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.20  ,43.706893  ,10.475651  ,-84.65  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.30  ,43.706893  ,10.475651  ,-85.64  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.40  ,43.706893  ,10.475651  ,-86.63  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.50  ,43.706893  ,10.475651  ,-87.62  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.60  ,43.706893  ,10.475651  ,-88.61  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.70  ,43.706893  ,10.475651  ,-89.60  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.80  ,43.706893  ,10.475651  ,-90.59  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
10.90  ,43.706893  ,10.475651  ,-91.58  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.00  ,43.706893  ,10.475651  ,-92.58  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.10  ,43.706893  ,10.475651  ,-93.57  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.20  ,43.706893  ,10.475651  ,-94.56  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.30  ,43.706893  ,10.475651  ,-95.55  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.40  ,43.706893  ,10.475651  ,-96.54  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.50  ,43.706893  ,10.475651  ,-97.53  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.60  ,43.706893  ,10.475651  ,-98.53  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.70  ,43.706893  ,10.475651  ,-99.52  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.80  ,43.706893  ,10.475651  ,-100.51  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
11.90  ,43.706893  ,10.475651  ,-101.50  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.00  ,43.706893  ,10.475651  ,-102.49  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.10  ,43.706893  ,10.475651  ,-103.48  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.20  ,43.706893  ,10.475651  ,-104.47  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.30  ,43.706893  ,10.475651  ,-105.46  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.40  ,43.706893  ,10.475651  ,-106.45  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.50  ,43.706893  ,10.475651  ,-107.44  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.60  ,43.706893  ,10.475651  ,-108.44  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.70  ,43.706893  ,10.475651  ,-109.43  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.80  ,43.706893  ,10.475651  ,-110.42  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
12.90  ,43.706893  ,10.475651  ,-111.41  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.00  ,43.706893  ,10.475651  ,-112.41  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.10  ,43.706893  ,10.475651  ,-113.40  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.20  ,43.706893  ,10.475651  ,-114.39  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.30  ,43.706893  ,10.475651  ,-115.38  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.40  ,43.706893  ,10.475651  ,-116.38  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.50  ,43.706893  ,10.475651  ,-117.37  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.60  ,43.706893  ,10.475651  ,-118.37  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.70  ,43.706893  ,10.475651  ,-119.36  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-45.00  ,
13.80  ,43.706893  ,10.475651  ,-120.36  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.00  ,-44.33  ,
13.90  ,43.706893  ,10.475651  ,-121.35  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.01  ,-43.34  ,
14.00  ,43.706893  ,10.475651  ,-122.34  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.01  ,-42.34  ,
14.10  ,43.706893  ,10.475651  ,-123.33  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.02  ,-41.35  ,
14.20  ,43.706893  ,10.475651  ,-124.33  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.02  ,-40.36  ,
14.30  ,43.706893  ,10.475651  ,-125.32  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.03  ,-39.37  ,
14.40  ,43.706893  ,10.475651  ,-126.31  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.03  ,-38.38  ,
14.50  ,43.706893  ,10.475651  ,-127.30  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.03  ,-37.39  ,
14.60  ,43.706893  ,10.475651  ,-128.30  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.04  ,-36.39  ,
14.70  ,43.706893  ,10.475651  ,-129.29  ,67.83  ,45.01  ,1,33.07  ,-0.01  ,0.04  ,-35.40  ,
14.80  ,43.706893  ,10.475651  ,-130.28  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.05  ,-34.41  ,
14.90  ,43.706893  ,10.475651  ,-131.27  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.05  ,-33.43  ,
15.00  ,43.706893  ,10.475651  ,-132.26  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.06  ,-32.44  ,
15.10  ,43.706893  ,10.475651  ,-133.25  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.06  ,-31.45  ,
15.20  ,43.706893  ,10.475651  ,-134.25  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.06  ,-30.46  ,
15.30  ,43.706893  ,10.475651  ,-135.24  ,67.82  ,45.01  ,1,33.07  ,-0.01  ,0.07  ,-29.47  ,
15.40  ,43.706893  ,10.475651  ,-136.23  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.07  ,-28.49  ,
15.50  ,43.706893  ,10.475651  ,-137.22  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.08  ,-27.50  ,
15.60  ,43.706893  ,10.475651  ,-138.21  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.08  ,-26.52  ,
15.70  ,43.706893  ,10.475651  ,-139.20  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.09  ,-25.53  ,
15.80  ,43.706893  ,10.475651  ,-140.19  ,67.82  ,45.01  ,1,33.06  ,-0.01  ,0.09  ,-24.55  ,
15.90  ,43.706893  ,10.475651  ,-141.18  ,67.82  ,45.00  ,1,33.06  ,-0.01  ,0.10  ,-23.57  ,
16.00  ,43.706893  ,10.475651  ,-142.18  ,67.82  ,45.00  ,1,33.06  ,-0.01  ,0.10  ,-22.59  ,
16.10  ,43.706893  ,10.475651  ,-143.17  ,67.82  ,45.00  ,1,33.06  ,-0.01  ,0.10  ,-21.61  ,
16.20  ,43.706893  ,10.475651  ,-144.16  ,67.82  ,45.00  ,1,33.06  ,-0.00  ,0.11  ,-20.63  ,
16.30  ,43.706893  ,10.475651  ,-145.16  ,67.82  ,45.00  ,1,33.05  ,-0.00  ,0.11  ,-19.64  ,
16.40  ,43.706893  ,10.475651  ,-146.15  ,67.81  ,45.00  ,1,33.05  ,-0.00  ,0.12  ,-18.67  ,
16.50  ,43.706893  ,10.475651  ,-147.14  ,67.81  ,45.00  ,1,33.05  ,-0.00  ,0.12  ,-17.69  ,
16.60  ,43.706893  ,10.475651  ,-148.14  ,67.81  ,45.00  ,1,33.05  ,-0.00  ,0.13  ,-16.71  ,
16.70  ,43.706893  ,10.475651  ,-149.13  ,67.81  ,44.99  ,1,33.05  ,0.00  ,0.13  ,-15.73  ,
16.80  ,43.706893  ,10.475651  ,-150.12  ,67.80  ,44.99  ,1,33.04  ,0.00  ,0.13  ,-14.76  ,
16.90  ,43.706893  ,10.475651  ,-151.12  ,67.80  ,44.99  ,1,33.04  ,0.00  ,0.14  ,-13.78  ,
17.00  ,43.706893  ,10.475651  ,-152.12  ,67.80  ,44.99  ,1,33.04  ,0.00  ,0.14  ,-12.80  ,
17.10  ,43.706893  ,10.475651  ,-153.11  ,67.80  ,44.99  ,1,33.03  ,0.00  ,0.15  ,-11.83  ,
17.20  ,43.706893  ,10.475651  ,-154.11  ,67.79  ,44.98  ,1,33.03  ,0.01  ,0.15  ,-10.85  ,
17.30  ,43.706893  ,10.475651  ,-155.10  ,67.79  ,44.98  ,1,33.02  ,0.01  ,0.16  ,-9.88  ,
17.40  ,43.706893  ,10.475651  ,-156.09  ,67.78  ,44.98  ,1,33.02  ,0.01  ,0.16  ,-8.91  ,
17.50  ,43.706893  ,10.475651  ,-157.09  ,67.78  ,44.98  ,1,33.01  ,0.01  ,0.16  ,-7.93  ,
17.60  ,43.706893  ,10.475651  ,-158.08  ,67.78  ,44.97  ,1,33.01  ,0.01  ,0.17  ,-6.96  ,
17.70  ,43.706893  ,10.475651  ,-159.08  ,67.77  ,44.97  ,1,33.00  ,0.01  ,0.17  ,-5.98  ,
17.80  ,43.706893  ,10.475651  ,-160.08  ,67.77  ,44.97  ,1,33.00  ,0.01  ,0.18  ,-5.00  ,
17.90  ,43.706893  ,10.475651  ,-161.09  ,67.76  ,44.97  ,1,32.99  ,0.01  ,0.18  ,-4.01  ,
18.00  ,43.706893  ,10.475651  ,-162.09  ,67.75  ,44.96  ,1,32.99  ,0.02  ,0.19  ,-3.03  ,
18.10  ,43.706893  ,10.475651  ,-163.08  ,67.75  ,44.96  ,1,32.98  ,0.02  ,0.19  ,-2.06  ,
18.20  ,43.706893  ,10.475651  ,-164.08  ,67.74  ,44.96  ,1,32.97  ,0.02  ,0.20  ,-1.08  ,
18.30  ,43.706893  ,10.475651  ,-165.08  ,67.74  ,44.95  ,1,32.97  ,0.02  ,0.20  ,-0.10  ,
18.40  ,43.706892  ,10.475651  ,-166.08  ,67.73  ,44.95  ,1,32.96  ,0.02  ,0.20  ,0.89  ,
18.50  ,43.706892  ,10.475650  ,-167.08  ,67.72  ,44.95  ,1,32.95  ,0.02  ,0.19  ,1.87  ,
18.60  ,43.706892  ,10.475650  ,-168.08  ,67.71  ,44.95  ,1,32.94  ,0.02  ,0.19  ,2.86  ,
18.70  ,43.706892  ,10.475650  ,-169.08  ,67.70  ,44.94  ,1,32.93  ,0.02  ,0.18  ,3.85  ,
18.80  ,43.706892  ,10.475650  ,-170.08  ,67.70  ,44.94  ,1,32.92  ,0.02  ,0.18  ,4.84  ,
18.90  ,43.706892  ,10.475650  ,-171.07  ,67.69  ,44.94  ,1,32.91  ,0.02  ,0.17  ,5.82  ,
19.00  ,43.706892  ,10.475650  ,-172.00  ,67.68  ,44.93  ,1,32.91  ,0.02  ,0.17  ,6.75  ,
19.10  ,43.706892  ,10.475650  ,-172.88  ,67.67  ,44.93  ,1,32.90  ,0.02  ,0.17  ,7.62  ,
19.20  ,43.706892  ,10.475650  ,-173.67  ,67.66  ,44.93  ,1,32.89  ,0.02  ,0.16  ,8.42  ,
19.30  ,43.706892  ,10.475650  ,-174.36  ,67.65  ,44.93  ,1,32.87  ,0.02  ,0.16  ,9.13  ,
19.40  ,43.706892  ,10.475650  ,-174.93  ,67.64  ,44.93  ,1,32.86  ,0.02  ,0.16  ,9.71  ,
19.50  ,43.706892  ,10.475650  ,-175.35  ,67.63  ,44.92  ,1,32.85  ,0.02  ,0.15  ,10.15  ,
19.60  ,43.706891  ,10.475650  ,-175.61  ,67.62  ,44.92  ,1,32.84  ,0.02  ,0.15  ,10.45  ,
19.70  ,43.706891  ,10.475650  ,-175.72  ,67.61  ,44.92  ,1,32.83  ,0.02  ,0.15  ,10.59  ,
19.81  ,43.706891  ,10.475650  ,-175.69  ,67.60  ,44.92  ,1,32.82  ,0.01  ,0.15  ,10.60  ,
19.90  ,43.706891  ,10.475650  ,-175.52  ,67.59  ,44.92  ,1,32.81  ,0.01  ,0.15  ,10.46  ,
20.00  ,43.706891  ,10.475650  ,-175.22  ,67.57  ,44.92  ,1,32.80  ,0.01  ,0.15  ,10.20  ,
20.10  ,43.706891  ,10.475650  ,-174.81  ,67.56  ,44.92  ,1,32.79  ,0.01  ,0.16  ,9.82  ,
20.20  ,43.706891  ,10.475650  ,-174.31  ,67.55  ,44.92  ,1,32.78  ,0.01  ,0.16  ,9.34  ,
