Time_sec,Lat,Lon,Yaw_deg,North_m,East_m,Dist_to_Node_m,CrossTrackErr_m,Surge_Cmd,Yaw_Cmd_deg,Event
2.20,43.706617,10.475254,-1.61,37.15,13.01,1.22,0.02,0.15,-6.60,
2.30,43.706617,10.475254,-1.97,37.16,13.01,1.22,0.02,0.15,-6.25,
2.40,43.706617,10.475254,-2.33,37.16,13.01,1.21,0.02,0.15,-5.92,
2.50,43.706617,10.475254,-2.69,37.17,13.01,1.21,0.02,0.15,-5.58,
2.60,43.706617,10.475254,-3.04,37.18,13.01,1.20,0.02,0.16,-5.24,
2.70,43.706618,10.475254,-3.38,37.18,13.01,1.19,0.02,0.16,-4.91,
2.80,43.706618,10.475254,-3.71,37.19,13.01,1.19,0.02,0.16,-4.61,
2.90,43.706618,10.475254,-4.01,37.19,13.01,1.18,0.02,0.16,-4.33,
3.00,43.706618,10.475254,-4.28,37.20,13.00,1.18,0.02,0.17,-4.07,
3.10,43.706618,10.475254,-4.51,37.21,13.00,1.17,0.02,0.17,-3.84,
3.20,43.706618,10.475254,-4.72,37.21,13.00,1.16,0.02,0.17,-3.65,
3.30,43.706618,10.475254,-4.89,37.22,13.00,1.15,0.02,0.17,-3.48,
3.40,43.706618,10.475254,-5.04,37.23,13.00,1.15,0.02,0.17,-3.35,
3.50,43.706618,10.475254,-5.16,37.24,13.00,1.14,0.02,0.17,-3.24,
3.60,43.706618,10.475254,-5.26,37.25,13.00,1.13,0.02,0.17,-3.15,
3.70,43.706618,10.475254,-5.34,37.25,13.00,1.12,0.02,0.17,-3.08,
3.80,43.706618,10.475254,-5.41,37.26,13.00,1.11,0.02,0.17,-3.04,
3.90,43.706618,10.475254,-5.46,37.27,13.00,1.10,0.01,0.17,-3.00,
4.00,43.706618,10.475254,-5.50,37.28,13.00,1.09,0.01,0.17,-2.98,
4.10,43.706619,10.475254,-5.52,37.29,13.00,1.08,0.01,0.17,-2.97,
4.20,43.706619,10.475254,-5.55,37.30,13.00,1.07,0.01,0.17,-2.97,
4.30,43.706619,10.475254,-5.56,37.31,12.99,1.06,0.01,0.17,-2.98,
4.40,43.706619,10.475254,-5.57,37.32,12.99,1.05,0.01,0.17,-2.99,
4.50,43.706619,10.475254,-5.58,37.33,12.99,1.04,0.01,0.17,-3.00,
4.60,43.706619,10.475254,-5.59,37.35,12.99,1.03,0.01,0.17,-3.02,
4.70,43.706619,10.475254,-5.59,37.36,12.99,1.02,0.01,0.17,-3.04,
4.80,43.706619,10.475254,-5.60,37.37,12.99,1.01,0.01,0.17,-3.06,
4.90,43.706619,10.475254,-5.61,37.38,12.99,1.00,0.01,0.00,0.00,
5.00,43.706619,10.475254,-5.61,37.39,12.99,1.48,0.01,0.13,-9.21,
5.10,43.706620,10.475254,-5.62,37.40,12.99,1.47,0.01,0.13,-9.26,
5.20,43.706620,10.475254,-5.63,37.42,12.99,1.46,0.00,0.13,-9.30,
5.30,43.706620,10.475254,-5.64,37.43,12.99,1.45,0.00,0.13,-9.34,
5.40,43.706620,10.475254,-5.65,37.44,12.99,1.43,0.00,0.13,-9.39,
5.50,43.706620,10.475254,-5.66,37.46,12.98,1.42,0.00,0.12,-9.43,
5.60,43.706620,10.475254,-5.67,37.47,12.98,1.41,0.00,0.12,-9.48,
5.70,43.706620,10.475254,-5.68,37.48,12.98,1.39,-0.00,0.12,-9.52,
5.80,43.706620,10.475254,-5.72,37.50,12.98,1.38,-0.00,0.12,-9.53,
5.90,43.706620,10.475254,-5.80,37.51,12.98,1.37,-0.00,0.12,-9.51,
6.00,43.706621,10.475254,-5.92,37.52,12.98,1.35,-0.00,0.12,-9.45,
6.10,43.706621,10.475254,-6.07,37.54,12.98,1.34,-0.00,0.13,-9.35,
6.20,43.706621,10.475254,-6.25,37.55,12.98,1.33,-0.00,0.13,-9.24,
6.30,43.706621,10.475254,-6.45,37.56,12.98,1.31,-0.01,0.13,-9.10,
6.40,43.706621,10.475254,-6.70,37.58,12.98,1.30,-0.01,0.13,-8.92,
6.50,43.706621,10.475254,-6.98,37.59,12.98,1.28,-0.01,0.13,-8.69,
6.60,43.706621,10.475254,-7.28,37.61,12.98,1.27,-0.01,0.13,-8.46,
6.70,43.706621,10.475254,-7.59,37.62,12.97,1.26,-0.01,0.13,-8.21,
6.80,43.706622,10.475254,-7.90,37.63,12.97,1.24,-0.01,0.14,-7.94,
7.00,43.706622,10.475254,-8.61,37.65,12.97,1.23,-0.01,0.14,-7.65,
7.00,43.706622,10.475254,-8.61,37.66,12.97,1.22,-0.01,0.14,-7.34,
7.10,43.706622,10.475254,-8.99,37.67,12.97,1.20,-0.01,0.14,-7.01,
7.20,43.706622,10.475254,-9.36,37.69,12.97,1.19,-0.02,0.14,-6.69,
7.30,43.706622,10.475254,-9.72,37.70,12.97,1.18,-0.02,0.15,-6.37,
7.40,43.706622,10.475254,-10.11,37.71,12.96,1.16,-0.02,0.15,-6.04,
7.50,43.706622,10.475254,-10.50,37.73,12.96,1.15,-0.02,0.15,-5.69,
7.60,43.706623,10.475254,-10.90,37.74,12.96,1.13,-0.02,0.16,-5.33,
7.70,43.706623,10.475254,-11.28,37.75,12.96,1.12,-0.02,0.16,-5.00,
7.80,43.706623,10.475254,-11.64,37.77,12.96,1.11,-0.03,0.16,-4.68,
7.90,43.706623,10.475254,-11.97,37.78,12.96,1.09,-0.03,0.16,-4.39,
8.00,43.706623,10.475254,-12.26,37.80,12.95,1.08,-0.03,0.17,-4.12,
8.10,43.706623,10.475253,-12.52,37.81,12.95,1.07,-0.03,0.17,-3.89,
8.20,43.706623,10.475253,-12.74,37.82,12.95,1.05,-0.03,0.17,-3.69,
8.30,43.706623,10.475253,-12.93,37.84,12.95,1.04,-0.04,0.17,-3.52,
8.40,43.706624,10.475253,-13.10,37.85,12.94,1.03,-0.04,0.17,-3.39,
8.60,43.706624,10.475253,-13.34,37.86,12.94,1.01,-0.04,0.17,-3.28,
8.60,43.706624,10.475253,-13.34,37.88,12.94,1.00,-0.04,0.17,-3.20,
8.70,43.706624,10.475253,-13.43,37.89,12.94,0.99,-0.05,0.00,0.00,
8.80,43.706624,10.475253,-13.50,37.90,12.93,1.47,-0.05,0.14,-7.21,
8.90,43.706624,10.475253,-13.55,37.92,12.93,1.46,-0.05,0.14,-7.21,
9.00,43.706624,10.475253,-13.59,37.93,12.93,1.44,-0.05,0.14,-7.23,
9.10,43.706624,10.475253,-13.63,37.95,12.93,1.43,-0.06,0.14,-7.26,
9.20,43.706625,10.475253,-13.65,37.96,12.92,1.42,-0.06,0.14,-7.31,
9.30,43.706625,10.475253,-13.66,37.98,12.92,1.40,-0.06,0.14,-7.35,
9.40,43.706625,10.475253,-13.68,37.99,12.92,1.39,-0.06,0.14,-7.41,
9.50,43.706625,10.475253,-13.68,38.01,12.92,1.37,-0.07,0.14,-7.47,
9.60,43.706625,10.475253,-13.69,38.02,12.91,1.36,-0.07,0.14,-7.54,
9.70,43.706625,10.475253,-13.69,38.04,12.91,1.34,-0.07,0.14,-7.61,
9.80,43.706625,10.475253,-13.69,38.05,12.91,1.33,-0.08,0.14,-7.67,
9.90,43.706626,10.475253,-13.69,38.07,12.90,1.31,-0.08,0.14,-7.75,
10.00,43.706626,10.475253,-13.70,38.08,12.90,1.30,-0.08,0.14,-7.82,
10.10,43.706626,10.475253,-13.70,38.10,12.90,1.28,-0.08,0.14,-7.89,
10.20,43.706626,10.475253,-13.70,38.11,12.90,1.27,-0.09,0.14,-7.96,
10.30,43.706626,10.475253,-13.70,38.13,12.89,1.25,-0.09,0.13,-8.03,
10.40,43.706626,10.475253,-13.71,38.14,12.89,1.24,-0.09,0.13,-8.10,
10.50,43.706626,10.475253,-13.71,38.16,12.89,1.22,-0.09,0.13,-8.18,
10.60,43.706626,10.475253,-13.72,38.17,12.89,1.21,-0.10,0.13,-8.25,
10.70,43.706627,10.475253,-13.72,38.19,12.88,1.19,-0.10,0.13,-8.32,
10.80,43.706627,10.475253,-13.73,38.20,12.88,1.18,-0.10,0.13,-8.39,
10.90,43.706627,10.475253,-13.74,38.22,12.88,1.17,-0.11,0.13,-8.46,
11.00,43.706627,10.475253,-13.75,38.23,12.87,1.15,-0.11,0.13,-8.53,
11.10,43.706627,10.475253,-13.78,38.24,12.87,1.14,-0.11,0.13,-8.58,
11.20,43.706627,10.475252,-13.85,38.26,12.87,1.12,-0.11,0.13,-8.60,
11.30,43.706627,10.475252,-13.96,38.27,12.87,1.11,-0.12,0.13,-8.56,
11.40,43.706628,10.475252,-14.11,38.29,12.86,1.09,-0.12,0.13,-8.51,
11.50,43.706628,10.475252,-14.28,38.30,12.86,1.08,-0.12,0.13,-8.43,
11.60,43.706628,10.475252,-14.48,38.32,12.86,1.06,-0.12,0.13,-8.33,
11.70,43.706628,10.475252,-14.71,38.33,12.86,1.05,-0.13,0.13,-8.18,
11.80,43.706628,10.475252,-14.99,38.35,12.85,1.03,-0.13,0.14,-8.00,
11.90,43.706628,10.475252,-15.28,38.36,12.85,1.02,-0.13,0.14,-7.80,
12.00,43.706628,10.475252,-15.58,38.38,12.85,1.01,-0.13,0.14,-7.59,
12.10,43.706628,10.475252,-15.89,38.39,12.85,0.99,-0.14,0.00,0.00,
12.20,43.706629,10.475252,-16.23,38.41,12.84,1.51,-0.78,0.11,-6.42,
12.30,43.706629,10.475252,-16.59,38.42,12.84,1.50,-0.78,0.11,-6.08,
12.40,43.706629,10.475252,-16.96,38.44,12.84,1.48,-0.77,0.11,-5.73,
12.50,43.706629,10.475252,-17.32,38.45,12.83,1.47,-0.76,0.11,-5.39,
12.60,43.706629,10.475252,-17.68,38.47,12.83,1.45,-0.75,0.11,-5.05,
12.70,43.706629,10.475252,-18.04,38.48,12.83,1.44,-0.74,0.11,-4.71,
12.80,43.706629,10.475252,-18.39,38.49,12.82,1.42,-0.74,0.11,-4.38,
12.90,43.706629,10.475252,-18.72,38.51,12.82,1.41,-0.73,0.11,-4.06,
13.00,43.706630,10.475252,-19.03,38.52,12.81,1.39,-0.72,0.12,-3.77,
13.10,43.706630,10.475252,-19.30,38.54,12.81,1.38,-0.71,0.12,-3.51,
13.20,43.706630,10.475252,-19.54,38.55,12.81,1.36,-0.71,0.12,-3.27,
13.30,43.706630,10.475252,-19.75,38.56,12.80,1.35,-0.70,0.12,-3.06,
13.40,43.706630,10.475252,-19.93,38.58,12.80,1.34,-0.69,0.12,-2.89,
13.50,43.706630,10.475252,-20.08,38.59,12.79,1.32,-0.69,0.12,-2.74,
13.60,43.706630,10.475251,-20.21,38.60,12.79,1.31,-0.68,0.12,-2.62,
13.80,43.706631,10.475251,-20.40,38.63,12.78,1.28,-0.67,0.12,-2.44,
13.80,43.706631,10.475251,-20.40,38.63,12.78,1.28,-0.67,0.12,-2.44,
13.90,43.706631,10.475251,-20.46,38.64,12.78,1.27,-0.66,0.12,-2.38,
14.00,43.706631,10.475251,-20.52,38.66,12.78,1.25,-0.65,0.12,-2.34,
14.10,43.706631,10.475251,-20.55,38.67,12.77,1.24,-0.65,0.12,-2.31,
14.20,43.706631,10.475251,-20.58,38.68,12.77,1.22,-0.64,0.12,-2.29,
14.30,43.706631,10.475251,-20.60,38.70,12.76,1.21,-0.63,0.12,-2.28,
14.40,43.706631,10.475251,-20.61,38.71,12.76,1.20,-0.63,0.13,-2.28,
14.50,43.706631,10.475251,-20.62,38.72,12.76,1.18,-0.62,0.13,-2.28,
14.60,43.706632,10.475251,-20.62,38.74,12.75,1.17,-0.61,0.13,-2.29,
14.80,43.706632,10.475251,-20.62,38.76,12.75,1.14,-0.60,0.13,-2.31,
14.80,43.706632,10.475251,-20.62,38.76,12.75,1.14,-0.60,0.13,-2.31,
14.90,43.706632,10.475251,-20.62,38.78,12.74,1.13,-0.59,0.13,-2.33,
15.00,43.706632,10.475251,-20.62,38.79,12.74,1.12,-0.59,0.13,-2.34,
15.10,43.706632,10.475251,-20.62,38.80,12.73,1.10,-0.58,0.13,-2.36,
15.20,43.706632,10.475251,-20.62,38.82,12.73,1.09,-0.58,0.13,-2.37,
15.30,43.706632,10.475251,-20.62,38.83,12.73,1.07,-0.57,0.13,-2.39,
15.40,43.706632,10.475251,-20.62,38.84,12.72,1.06,-0.56,0.13,-2.40,
15.50,43.706633,10.475251,-20.62,38.86,12.72,1.05,-0.56,0.13,-2.41,
15.60,43.706633,10.475251,-20.62,38.87,12.71,1.03,-0.55,0.13,-2.42,
15.70,43.706633,10.475251,-20.62,38.88,12.71,1.02,-0.54,0.13,-2.43,
15.80,43.706633,10.475250,-20.62,38.89,12.71,1.01,-0.54,0.13,-2.44,
15.90,43.706633,10.475250,-20.63,38.91,12.70,0.99,-0.53,0.00,0.00,
16.00,43.706633,10.475250,-20.63,38.92,12.70,1.62,-0.52,0.14,-3.18,
16.10,43.706633,10.475250,-20.64,38.93,12.70,1.61,-0.52,0.14,-3.26,
16.20,43.706633,10.475250,-20.65,38.95,12.69,1.60,-0.51,0.14,-3.35,
16.30,43.706634,10.475250,-20.65,38.96,12.69,1.58,-0.50,0.14,-3.43,
16.40,43.706634,10.475250,-20.66,38.97,12.68,1.57,-0.50,0.14,-3.51,
16.50,43.706634,10.475250,-20.67,38.99,12.68,1.55,-0.49,0.14,-3.60,
16.60,43.706634,10.475250,-20.67,39.00,12.67,1.54,-0.48,0.14,-3.69,
16.70,43.706634,10.475250,-20.68,39.01,12.67,1.53,-0.48,0.14,-3.78,
16.80,43.706634,10.475250,-20.68,39.03,12.67,1.51,-0.47,0.14,-3.87,
16.90,43.706634,10.475250,-20.69,39.04,12.66,1.50,-0.47,0.14,-3.97,
17.00,43.706634,10.475250,-20.69,39.05,12.66,1.49,-0.46,0.14,-4.07,
17.10,43.706634,10.475250,-20.70,39.06,12.65,1.47,-0.45,0.14,-4.17,
17.20,43.706635,10.475250,-20.70,39.08,12.65,1.46,-0.45,0.14,-4.27,
17.30,43.706635,10.475250,-20.70,39.09,12.65,1.45,-0.44,0.15,-4.37,
17.40,43.706635,10.475250,-20.70,39.10,12.64,1.43,-0.43,0.15,-4.48,
17.50,43.706635,10.475250,-20.71,39.12,12.64,1.42,-0.43,0.15,-4.59,
17.60,43.706635,10.475250,-20.71,39.13,12.63,1.40,-0.42,0.15,-4.71,
17.70,43.706635,10.475249,-20.71,39.14,12.63,1.39,-0.41,0.15,-4.83,
17.80,43.706635,10.475249,-20.71,39.16,12.62,1.38,-0.41,0.15,-4.95,
18.00,43.706636,10.475249,-20.70,39.17,12.62,1.36,-0.40,0.15,-5.08,
18.00,43.706636,10.475249,-20.70,39.18,12.61,1.35,-0.40,0.15,-5.20,
18.10,43.706636,10.475249,-20.70,39.20,12.61,1.33,-0.39,0.15,-5.34,
18.20,43.706636,10.475249,-20.70,39.21,12.61,1.32,-0.38,0.15,-5.47,
18.30,43.706636,10.475249,-20.70,39.23,12.60,1.31,-0.38,0.15,-5.62,
18.40,43.706636,10.475249,-20.69,39.24,12.60,1.29,-0.37,0.15,-5.76,
18.50,43.706636,10.475249,-20.69,39.25,12.59,1.28,-0.36,0.15,-5.91,
18.60,43.706636,10.475249,-20.69,39.27,12.59,1.26,-0.36,0.15,-6.07,
18.70,43.706636,10.475249,-20.68,39.28,12.58,1.25,-0.35,0.15,-6.22,
18.80,43.706637,10.475249,-20.68,39.29,12.58,1.24,-0.34,0.15,-6.39,
18.90,43.706637,10.475249,-20.68,39.31,12.57,1.22,-0.34,0.15,-6.56,
19.00,43.706637,10.475249,-20.67,39.32,12.57,1.21,-0.33,0.14,-6.73,
19.10,43.706637,10.475249,-20.67,39.34,12.56,1.19,-0.32,0.14,-6.91,
19.20,43.706637,10.475249,-20.66,39.35,12.56,1.18,-0.32,0.14,-7.10,
19.30,43.706637,10.475249,-20.66,39.36,12.55,1.16,-0.31,0.14,-7.29,
19.40,43.706637,10.475248,-20.66,39.38,12.55,1.15,-0.31,0.14,-7.49,
19.50,43.706637,10.475248,-20.65,39.39,12.54,1.13,-0.30,0.14,-7.70,
19.60,43.706638,10.475248,-20.65,39.41,12.54,1.12,-0.29,0.14,-7.91,
19.70,43.706638,10.475248,-20.65,39.42,12.53,1.10,-0.29,0.13,-8.13,
19.80,43.706638,10.475248,-20.64,39.43,12.53,1.09,-0.28,0.13,-8.36,
19.90,43.706638,10.475248,-20.64,39.45,12.53,1.07,-0.27,0.13,-8.59,
20.00,43.706638,10.475248,-20.64,39.46,12.52,1.06,-0.27,0.13,-8.84,
20.10,43.706638,10.475248,-20.63,39.48,12.52,1.05,-0.26,0.13,-9.09,
20.20,43.706638,10.475248,-20.63,39.49,12.51,1.03,-0.25,0.13,-9.35,
20.30,43.706638,10.475248,-20.63,39.50,12.51,1.02,-0.25,0.12,-9.63,
20.40,43.706639,10.475248,-20.63,39.52,12.50,1.00,-0.24,0.12,-9.91,
20.50,43.706639,10.475248,-20.65,39.53,12.50,0.99,-0.23,0.00,0.00,
20.60,43.706639,10.475248,-20.71,39.55,12.49,1.51,0.39,0.15,-4.84,
20.70,43.706639,10.475248,-20.82,39.56,12.49,1.50,0.39,0.15,-4.54,
20.80,43.706639,10.475248,-20.96,39.58,12.48,1.48,0.38,0.15,-4.22,
21.00,43.706639,10.475248,-21.32,39.60,12.47,1.45,0.38,0.15,-3.47,
21.00,43.706639,10.475248,-21.32,39.60,12.47,1.45,0.38,0.15,-3.47,
21.10,43.706639,10.475247,-21.55,39.62,12.47,1.44,0.38,0.15,-3.04,
21.20,43.706640,10.475247,-21.81,39.63,12.46,1.42,0.37,0.15,-2.56,
21.30,43.706640,10.475247,-22.10,39.65,12.46,1.41,0.37,0.15,-2.06,
21.50,43.706640,10.475247,-22.69,39.68,12.45,1.38,0.36,0.15,-1.03,
21.50,43.706640,10.475247,-22.69,39.68,12.45,1.38,0.36,0.15,-1.03,
21.60,43.706640,10.475247,-22.96,39.69,12.44,1.36,0.36,0.15,-0.52,
21.70,43.706640,10.475247,-23.21,39.70,12.44,1.35,0.36,0.16,-0.05,
21.80,43.706640,10.475247,-23.43,39.72,12.43,1.33,0.35,0.16,0.08,
21.90,43.706640,10.475247,-23.63,39.73,12.43,1.32,0.35,0.16,0.18,
22.00,43.706641,10.475247,-23.81,39.74,12.42,1.30,0.35,0.16,0.27,
22.10,43.706641,10.475247,-23.96,39.76,12.42,1.29,0.34,0.16,0.34,
22.20,43.706641,10.475247,-24.09,39.77,12.41,1.28,0.34,0.16,0.38,
22.30,43.706641,10.475247,-24.20,39.79,12.40,1.26,0.34,0.16,0.39,
22.40,43.706641,10.475247,-24.29,39.80,12.40,1.25,0.33,0.16,0.38,
22.50,43.706641,10.475247,-24.36,39.81,12.39,1.23,0.33,0.16,0.36,
22.60,43.706641,10.475246,-24.42,39.83,12.39,1.22,0.32,0.16,0.31,
22.70,43.706641,10.475246,-24.46,39.84,12.38,1.20,0.32,0.16,0.24,
22.80,43.706642,10.475246,-24.50,39.86,12.37,1.18,0.32,0.16,0.16,
22.90,43.706642,10.475246,-24.53,39.87,12.37,1.17,0.31,0.16,0.06,
23.00,43.706642,10.475246,-24.55,39.88,12.36,1.15,0.31,0.16,-0.05,
23.10,43.706642,10.475246,-24.56,39.90,12.36,1.14,0.31,0.16,-0.18,
23.20,43.706642,10.475246,-24.57,39.91,12.35,1.12,0.30,0.16,-0.32,
23.30,43.706642,10.475246,-24.57,39.93,12.35,1.11,0.30,0.16,-0.46,
23.40,43.706642,10.475246,-24.58,39.94,12.34,1.09,0.29,0.16,-0.62,
23.50,43.706643,10.475246,-24.58,39.96,12.33,1.08,0.29,0.16,-0.79,
23.60,43.706643,10.475246,-24.58,39.97,12.33,1.06,0.29,0.16,-0.96,
23.70,43.706643,10.475246,-24.58,39.98,12.32,1.05,0.28,0.16,-1.15,
23.80,43.706643,10.475246,-24.57,40.00,12.32,1.03,0.28,0.16,-1.35,
23.90,43.706643,10.475246,-24.57,40.01,12.31,1.01,0.27,0.17,-1.55,
24.00,43.706643,10.475245,-24.57,40.03,12.30,1.00,0.27,0.17,-1.77,
24.10,43.706643,10.475245,-24.57,40.04,12.30,0.98,0.27,0.17,-1.99,
24.20,43.706643,10.475245,-24.57,40.06,12.29,0.97,0.26,0.17,-2.23,
24.30,43.706644,10.475245,-24.57,40.07,12.29,0.95,0.26,0.17,-2.49,
24.40,43.706644,10.475245,-24.57,40.09,12.28,0.93,0.25,0.17,-2.75,
24.50,43.706644,10.475245,-24.57,40.10,12.27,0.92,0.25,0.17,-3.03,
24.60,43.706644,10.475245,-24.58,40.12,12.27,0.90,0.25,0.17,-3.33,
24.70,43.706644,10.475245,-24.58,40.13,12.26,0.89,0.24,0.17,-3.65,
24.80,43.706644,10.475245,-24.58,40.15,12.25,0.87,0.24,0.17,-3.98,
24.90,43.706644,10.475245,-24.59,40.16,12.25,0.85,0.23,0.16,-4.34,
25.00,43.706645,10.475245,-24.59,40.18,12.24,0.84,0.23,0.16,-4.73,
25.10,43.706645,10.475245,-24.60,40.19,12.24,0.82,0.22,0.16,-5.14,
25.20,43.706645,10.475245,-24.60,40.21,12.23,0.80,0.22,0.15,-5.59,
25.30,43.706645,10.475244,-24.60,40.22,12.22,0.79,0.22,0.15,-6.07,
25.40,43.706645,10.475244,-24.61,40.24,12.22,0.77,0.21,0.15,-6.60,
25.50,43.706645,10.475244,-24.61,40.25,12.21,0.75,0.21,0.14,-7.17,
25.60,43.706645,10.475244,-24.62,40.27,12.20,0.74,0.20,0.14,-7.80,
25.70,43.706645,10.475244,-24.62,40.28,12.20,0.72,0.20,0.13,-8.49,
25.80,43.706646,10.475244,-24.62,40.30,12.19,0.70,0.19,0.13,-9.24,
25.90,43.706646,10.475244,-24.63,40.31,12.18,0.69,0.19,0.12,-10.08,
26.00,43.706646,10.475244,-24.63,40.33,12.18,0.67,0.19,0.11,-11.01,
26.10,43.706646,10.475244,-24.63,40.34,12.17,0.65,0.18,0.11,-12.06,
26.20,43.706646,10.475244,-24.63,40.36,12.16,0.64,0.18,0.10,-13.23,
26.30,43.706646,10.475244,-24.63,40.38,12.16,0.62,0.17,0.09,-14.56,
26.40,43.706646,10.475244,-24.64,40.39,12.15,0.60,0.17,0.08,-16.06,
26.50,43.706647,10.475243,-24.66,40.41,12.14,0.59,0.16,0.08,-16.21,
26.60,43.706647,10.475243,-24.73,40.42,12.14,0.57,0.16,0.09,-15.18,
26.70,43.706647,10.475243,-24.85,40.44,12.13,0.56,0.15,0.09,-14.10,
26.80,43.706647,10.475243,-25.04,40.45,12.13,0.54,0.15,0.10,-13.07,
26.90,43.706647,10.475243,-25.29,40.47,12.12,0.52,0.15,0.11,-11.98,
27.00,43.706647,10.475243,-25.60,40.48,12.11,0.51,0.14,0.12,-10.86,
27.10,43.706647,10.475243,-25.98,40.50,12.11,0.49,0.14,0.00,0.00,BERSAGLIO RAGGIUNTO! Distanza di passaggio: 0.49m
27.20,43.706648,10.475243,-26.43,40.51,12.10,0.72,-0.46,0.00,0.00,
27.30,43.706648,10.475243,-26.95,40.53,12.10,0.63,-0.61,0.00,0.00,
27.40,43.706648,10.475243,-27.54,40.54,12.09,0.90,-0.61,0.00,0.00,
27.50,43.706648,10.475243,-28.18,40.55,12.08,1.32,-0.60,0.00,-45.00,
27.60,43.706648,10.475243,-28.88,40.57,12.08,1.33,-0.60,0.00,-45.00,
27.80,43.706648,10.475243,-30.40,40.60,12.07,1.35,-0.58,0.00,-45.00,
27.80,43.706648,10.475243,-30.40,40.60,12.07,1.35,-0.58,0.00,-45.00,
27.90,43.706648,10.475242,-31.16,40.61,12.06,1.36,-0.58,0.00,-45.00,
28.00,43.706649,10.475242,-31.89,40.62,12.05,1.37,-0.57,0.00,-45.00,
28.20,43.706649,10.475242,-33.19,40.65,12.04,1.39,-0.56,0.00,-45.00,
28.30,43.706649,10.475242,-33.76,40.66,12.03,1.40,-0.55,0.00,-45.00,
28.40,43.706649,10.475242,-34.31,40.67,12.03,1.40,-0.54,0.00,-45.00,
28.40,43.706649,10.475242,-34.31,40.67,12.03,1.40,-0.54,0.00,-45.00,
28.50,43.706649,10.475242,-34.85,40.68,12.02,1.41,-0.54,0.00,-45.00,
28.60,43.706649,10.475242,-35.42,40.69,12.01,1.42,-0.53,0.00,-45.00,
28.70,43.706649,10.475242,-36.00,40.70,12.01,1.43,-0.52,0.00,-45.00,
28.90,43.706649,10.475242,-37.28,40.73,12.00,1.44,-0.51,0.00,-45.00,
29.00,43.706650,10.475242,-37.98,40.74,11.99,1.45,-0.51,0.00,-45.00,
29.00,43.706650,10.475242,-37.98,40.74,11.99,1.45,-0.51,0.00,-45.00,
29.10,43.706650,10.475242,-38.70,40.75,11.99,1.46,-0.50,0.00,-45.00,
29.20,43.706650,10.475241,-39.46,40.75,11.98,1.47,-0.50,0.00,-45.00,
29.30,43.706650,10.475241,-40.26,40.76,11.98,1.47,-0.49,0.00,-45.00,
29.40,43.706650,10.475241,-41.08,40.77,11.97,1.48,-0.49,0.00,-45.00,
29.50,43.706650,10.475241,-41.92,40.78,11.97,1.49,-0.48,0.00,-45.00,
29.70,43.706650,10.475241,-43.67,40.80,11.96,1.50,-0.48,0.00,-45.00,
29.70,43.706650,10.475241,-43.67,40.80,11.96,1.50,-0.48,0.00,-45.00,
29.80,43.706650,10.475241,-44.57,40.81,11.95,1.51,-0.47,0.00,-45.00,
30.00,43.706650,10.475241,-46.41,40.82,11.95,1.52,-0.46,0.00,-45.00,
30.10,43.706650,10.475241,-47.35,40.83,11.94,1.52,-0.46,0.00,-45.00,
30.20,43.706650,10.475241,-48.29,40.83,11.94,1.52,-0.46,0.00,-45.00,
30.20,43.706650,10.475241,-48.29,40.83,11.94,1.53,-0.46,0.00,-45.00,
