name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7065756205,10.4753278376,buoy,0.625,1118,677.07,31.79,671,0,15,65
