name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7063469919,10.4755743990,tube,0.750,2408,1262.71,42.36,1228,24,67,42
object_002,43.7064872721,10.4755732315,tube,0.625,2424,604.59,26.31,582,0,47,55
