name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7065814775,10.4753294425,tube,0.875,1513,678.50,136.50,665,124,28,26
object_002,43.7065743743,10.4753256490,buoy,0.750,1503,705.00,146.50,700,142,11,8
object_003,43.7064484524,10.4753745762,tube,0.625,1611,1306.70,39.45,1269,0,67,81
object_004,43.7065649026,10.4753299374,tube,0.625,1511,743.50,138.50,715,128,58,22
