name,latitude,longitude,classification,confidence,ping_index,centroid_x_px,centroid_y_px,bbox_x_px,bbox_y_px,bbox_width_px,bbox_height_px
object_001,43.7066229587,10.4754257626,tube,0.750,31,763.00,119.00,758,116,11,7
